LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
0.1,10.0,1.0,0.001,78,20,9.2,0.1141,298
0.1,10.0,1.0,0.001,78,21,8.1333,0.137,270
0.1,10.0,1.0,0.001,78,22,8.6333,0.1458,295
0.1,10.0,1.0,0.001,78,23,7.4667,0.1423,253
0.1,0.1,0.1,0.1,36,0,8.6667,0.0837,263
0.1,0.1,0.1,0.1,36,1,8.2,0.1348,267
0.1,0.1,0.1,0.1,36,2,8.2333,0.1331,263
0.1,0.1,0.1,0.1,36,3,8.5,0.0923,260
0.1,0.1,0.1,0.1,36,4,7.6333,0.0943,244
0.1,0.1,0.1,0.1,36,5,7.8667,0.0833,240
0.1,0.1,0.1,0.1,36,6,8.5333,0.0989,263
0.1,0.1,0.1,0.1,36,7,8.4333,0.1007,268
0.1,0.1,0.1,0.1,36,8,8.6333,0.1066,272
0.1,0.1,0.1,0.1,36,9,8.7,0.0936,267
0.1,0.1,0.1,0.1,36,10,8.4333,0.0586,256
0.1,0.1,0.1,0.1,36,11,8.5,0.1213,272
0.1,0.1,0.1,0.1,36,12,8.4667,0.0824,267
0.1,0.1,0.1,0.1,36,13,8.2333,0.1194,268
0.1,0.1,0.1,0.1,36,14,8.4333,0.0958,261
0.1,0.1,0.1,0.1,36,15,7.8333,0.1012,257
0.1,0.1,0.1,0.1,36,16,8.1333,0.1031,262
0.1,0.1,0.1,0.1,36,17,8.0667,0.0714,252
0.1,0.1,0.1,0.1,36,18,8.7667,0.0547,256
0.1,0.1,0.1,0.1,36,19,7.7,0.0966,238
0.1,0.1,0.1,0.1,36,20,7.8667,0.1235,251
0.1,0.1,0.1,0.1,36,21,8.2,0.1103,263
0.1,0.1,0.1,0.1,36,22,8.0333,0.1137,255
0.1,0.1,0.1,0.1,36,23,8.1,0.1027,263
0.1,0.01,1.0,0.01,19,0,8.9667,0.0739,257
0.1,0.01,1.0,0.01,19,1,9.0,0.0778,257
0.1,0.01,1.0,0.01,19,2,8.5667,0.06,250
0.1,0.01,1.0,0.01,19,3,9.2333,0.0448,268
0.1,0.01,1.0,0.01,19,4,8.7667,0.0506,257
0.1,0.01,1.0,0.01,19,5,8.6667,0.0775,258
0.1,0.01,1.0,0.01,19,6,8.2667,0.0741,243
0.1,0.01,1.0,0.01,19,7,8.7,0.1031,262
0.1,0.01,1.0,0.01,19,8,8.7,0.084,262
0.1,0.01,1.0,0.01,19,9,8.8333,0.0469,256
0.1,0.01,1.0,0.01,19,10,9.0667,0.0467,257
0.1,0.01,1.0,0.01,19,11,8.5,0.112,259
0.1,0.01,1.0,0.01,19,12,8.5333,0.0736,258
0.1,0.01,1.0,0.01,19,13,8.7,0.063,254
0.1,0.01,1.0,0.01,19,14,8.6333,0.0635,252
0.1,0.01,1.0,0.01,19,15,8.7667,0.0469,256
0.1,0.01,1.0,0.01,19,16,8.6333,0.0445,247
0.1,0.01,1.0,0.01,19,17,8.8333,0.0392,255
0.1,0.01,1.0,0.01,19,18,8.8333,0.0312,256
0.1,0.01,1.0,0.01,19,19,8.1667,0.0788,241
0.1,0.01,1.0,0.01,19,20,9.0333,0.057,263
0.1,0.01,1.0,0.01,19,21,8.6333,0.0695,259
0.1,0.01,1.0,0.01,19,22,8.9,0.0743,269
0.1,0.01,1.0,0.01,19,23,8.7,0.0618,259
1.0,10.0,1.0,0.0001,157,0,9.1333,0.1056,284
1.0,10.0,1.0,0.0001,157,1,8.5333,0.125,272
1.0,10.0,1.0,0.0001,157,2,8.6333,0.1037,270
1.0,10.0,1.0,0.0001,157,3,9.3333,0.09,289
1.0,10.0,1.0,0.0001,157,4,8.1,0.0906,254
1.0,10.0,1.0,0.0001,157,5,8.3,0.109,266
1.0,10.0,1.0,0.0001,157,6,8.9,0.0861,267
1.0,10.0,1.0,0.0001,157,7,9.2667,0.08,275
1.0,10.0,1.0,0.0001,157,8,8.1333,0.1098,255
1.0,10.0,1.0,0.0001,157,9,9.6333,0.069,290
1.0,10.0,1.0,0.0001,157,10,8.9,0.0496,262
1.0,10.0,1.0,0.0001,157,11,9.0667,0.1004,279
1.0,10.0,1.0,0.0001,157,12,8.9,0.0562,267
1.0,10.0,1.0,0.0001,157,13,8.9667,0.0672,268
1.0,10.0,1.0,0.0001,157,14,8.7333,0.0963,270
1.0,10.0,1.0,0.0001,157,15,8.6667,0.0912,274
1.0,10.0,1.0,0.0001,157,16,8.2,0.0988,253
1.0,10.0,1.0,0.0001,157,17,9.1,0.0448,268
1.0,10.0,1.0,0.0001,157,18,9.0333,0.0783,281
1.0,10.0,1.0,0.0001,157,19,9.1667,0.0824,279
1.0,10.0,1.0,0.0001,157,20,9.0333,0.0741,270
1.0,10.0,1.0,0.0001,157,21,8.6,0.0881,261
1.0,10.0,1.0,0.0001,157,22,8.3667,0.1148,270
1.0,10.0,1.0,0.0001,157,23,7.9667,0.0785,242
10.0,0.1,0.001,0.01,187,0,7.8667,0.1649,279
10.0,0.1,0.001,0.01,187,1,7.1,0.1877,261
10.0,0.1,0.001,0.01,187,2,6.8667,0.1829,246
10.0,0.1,0.001,0.01,187,3,7.8,0.1519,270
10.0,0.1,0.001,0.01,187,4,7.1,0.1245,241
10.0,0.1,0.001,0.01,187,5,7.8667,0.1465,273
10.0,0.1,0.001,0.01,187,6,7.4667,0.1315,251
10.0,0.1,0.001,0.01,187,7,7.2667,0.1641,256
10.0,0.1,0.001,0.01,187,8,6.9333,0.1811,254
10.0,0.1,0.001,0.01,187,9,7.3,0.1842,266
10.0,0.1,0.001,0.01,187,10,6.7667,0.1342,231
10.0,0.1,0.001,0.01,187,11,8.3,0.1781,292
10.0,0.1,0.001,0.01,187,12,7.6667,0.1226,261
10.0,0.1,0.001,0.01,187,13,8.0333,0.1345,275
10.0,0.1,0.001,0.01,187,14,7.7667,0.1288,264
10.0,0.1,0.001,0.01,187,15,7.2,0.1224,245
10.0,0.1,0.001,0.01,187,16,6.4,0.1616,229
10.0,0.1,0.001,0.01,187,17,6.5667,0.1478,230
10.0,0.1,0.001,0.01,187,18,6.8667,0.133,233
10.0,0.1,0.001,0.01,187,19,6.7333,0.1574,235
10.0,0.1,0.001,0.01,187,20,7.0,0.1647,249
10.0,0.1,0.001,0.01,187,21,7.4333,0.1565,262
10.0,0.1,0.001,0.01,187,22,7.8,0.126,254
10.0,0.1,0.001,0.01,187,23,6.6,0.1772,237
100.0,0.01,0.01,0.1,252,0,9.3333,0.0938,288
100.0,0.01,0.01,0.1,252,1,8.5333,0.1231,268
100.0,0.01,0.01,0.1,252,2,8.9,0.1181,288
100.0,0.01,0.01,0.1,252,3,8.6667,0.1168,274
100.0,0.01,0.01,0.1,252,4,9.0667,0.0681,279
100.0,0.01,0.01,0.1,252,5,9.4,0.1086,304
100.0,0.01,0.01,0.1,252,6,9.6333,0.1313,320
100.0,0.01,0.01,0.1,252,7,9.5,0.1201,308
100.0,0.01,0.01,0.1,252,8,9.5,0.1013,306
100.0,0.01,0.01,0.1,252,9,9.4333,0.1133,309
100.0,0.01,0.01,0.1,252,10,9.2,0.0856,292
100.0,0.01,0.01,0.1,252,11,9.3,0.1364,308
100.0,0.01,0.01,0.1,252,12,9.7,0.0994,312
100.0,0.01,0.01,0.1,252,13,8.5333,0.1139,281
100.0,0.01,0.01,0.1,252,14,10.0667,0.1031,320
100.0,0.01,0.01,0.1,252,15,8.8,0.101,287
100.0,0.01,0.01,0.1,252,16,9.4,0.1032,310
100.0,0.01,0.01,0.1,252,17,9.4333,0.0891,303
100.0,0.01,0.01,0.1,252,18,9.0,0.0959,292
100.0,0.01,0.01,0.1,252,19,9.7333,0.1016,315
100.0,0.01,0.01,0.1,252,20,9.2,0.1054,294
100.0,0.01,0.01,0.1,252,21,9.4333,0.11,309
100.0,0.01,0.01,0.1,252,22,9.2333,0.1212,297
100.0,0.01,0.01,0.1,252,23,9.2333,0.0875,297
0.1,10.0,1.0,0.0001,77,0,8.3667,0.0661,242
0.1,10.0,1.0,0.0001,77,1,9.2,0.0682,264
0.1,10.0,1.0,0.0001,77,2,9.2333,0.0498,261
0.1,10.0,1.0,0.0001,77,3,9.5,0.0676,281
0.1,10.0,1.0,0.0001,77,4,8.9,0.0465,258
0.1,10.0,1.0,0.0001,77,5,8.5667,0.0754,252
0.1,10.0,1.0,0.0001,77,6,9.1333,0.0602,266
0.1,10.0,1.0,0.0001,77,7,9.0333,0.0722,263
0.1,10.0,1.0,0.0001,77,8,8.2333,0.0864,243
0.1,10.0,1.0,0.0001,77,9,8.9,0.0687,262
0.1,10.0,1.0,0.0001,77,10,8.5333,0.0627,255
0.1,10.0,1.0,0.0001,77,11,8.5333,0.0927,259
0.1,10.0,1.0,0.0001,77,12,7.8,0.0687,233
0.1,10.0,1.0,0.0001,77,13,9.1333,0.0448,268
0.1,10.0,1.0,0.0001,77,14,8.6667,0.0675,252
0.1,10.0,1.0,0.0001,77,15,8.7333,0.0438,251
0.1,10.0,1.0,0.0001,77,16,8.8333,0.0502,259
0.1,10.0,1.0,0.0001,77,17,8.2333,0.0688,247
0.1,10.0,1.0,0.0001,77,18,8.7,0.0654,260
0.1,10.0,1.0,0.0001,77,19,8.9,0.0618,259
0.1,10.0,1.0,0.0001,77,20,8.2,0.0785,242
0.1,10.0,1.0,0.0001,77,21,8.8667,0.0684,263
0.1,10.0,1.0,0.0001,77,22,8.4,0.0817,257
0.1,10.0,1.0,0.0001,77,23,8.5667,0.0789,266
10.0,0.01,1.0,0.01,179,0,8.8667,0.0625,256
10.0,0.01,1.0,0.01,179,1,8.4333,0.1124,258
10.0,0.01,1.0,0.01,179,2,9.7,0.041,268
10.0,0.01,1.0,0.01,179,3,8.2,0.0924,249
10.0,0.01,1.0,0.01,179,4,8.7333,0.051,255
10.0,0.01,1.0,0.01,179,5,9.3333,0.0446,269
10.0,0.01,1.0,0.01,179,6,8.5667,0.049,245
10.0,0.01,1.0,0.01,179,7,8.6333,0.0602,249
10.0,0.01,1.0,0.01,179,8,8.7333,0.0717,251
10.0,0.01,1.0,0.01,179,9,9.0,0.0731,260
10.0,0.01,1.0,0.01,179,10,9.0,0.0345,261
10.0,0.01,1.0,0.01,179,11,8.8333,0.0711,253
10.0,0.01,1.0,0.01,179,12,8.8,0.0438,251
10.0,0.01,1.0,0.01,179,13,9.0333,0.0361,249
10.0,0.01,1.0,0.01,179,14,8.3667,0.0927,259
10.0,0.01,1.0,0.01,179,15,8.5,0.0672,253
10.0,0.01,1.0,0.01,179,16,9.1667,0.0524,267
10.0,0.01,1.0,0.01,179,17,8.3667,0.0571,245
10.0,0.01,1.0,0.01,179,18,9.1333,0.0311,257
10.0,0.01,1.0,0.01,179,19,8.6,0.0528,246
10.0,0.01,1.0,0.01,179,20,9.3,0.0679,280
10.0,0.01,1.0,0.01,179,21,8.7667,0.0392,255
10.0,0.01,1.0,0.01,179,22,8.5,0.0729,247
10.0,0.01,1.0,0.01,179,23,8.9333,0.0462,260
100.0,10.0,0.01,0.01,311,0,8.4,0.1694,301
100.0,10.0,0.01,0.01,311,1,8.4333,0.1711,304
100.0,10.0,0.01,0.01,311,2,6.2333,0.225,240
100.0,10.0,0.01,0.01,311,3,10.3667,0.1218,353
100.0,10.0,0.01,0.01,311,4,5.7,0.1282,195
100.0,10.0,0.01,0.01,311,5,6.8667,0.1626,246
100.0,10.0,0.01,0.01,311,6,8.5,0.1567,300
100.0,10.0,0.01,0.01,311,7,8.6,0.149,302
100.0,10.0,0.01,0.01,311,8,7.3667,0.1583,259
100.0,10.0,0.01,0.01,311,9,9.7,0.1317,334
100.0,10.0,0.01,0.01,311,10,5.9333,0.169,213
100.0,10.0,0.01,0.01,311,11,8.6667,0.1569,306
100.0,10.0,0.01,0.01,311,12,5.8333,0.165,206
100.0,10.0,0.01,0.01,311,13,7.2333,0.1589,258
100.0,10.0,0.01,0.01,311,14,8.2,0.1517,290
100.0,10.0,0.01,0.01,311,15,4.6,0.193,171
100.0,10.0,0.01,0.01,311,16,5.3,0.197,198
100.0,10.0,0.01,0.01,311,17,6.0667,0.1651,218
100.0,10.0,0.01,0.01,311,18,5.9667,0.1721,215
100.0,10.0,0.01,0.01,311,19,7.3,0.1577,260
100.0,10.0,0.01,0.01,311,20,8.8333,0.1229,301
100.0,10.0,0.01,0.01,311,21,7.5,0.1585,265
100.0,10.0,0.01,0.01,311,22,8.4,0.1507,292
100.0,10.0,0.01,0.01,311,23,5.5667,0.1616,198
10.0,10.0,0.0,0.01,223,0,8.5,0.1617,303
10.0,10.0,0.0,0.01,223,1,8.6667,0.1746,315
10.0,10.0,0.0,0.01,223,2,6.9,0.2159,264
10.0,10.0,0.0,0.01,223,3,9.1333,0.1411,319
10.0,10.0,0.0,0.01,223,4,7.2667,0.1285,249
10.0,10.0,0.0,0.01,223,5,7.9,0.1511,278
10.0,10.0,0.0,0.01,223,6,8.9,0.1479,311
10.0,10.0,0.0,0.01,223,7,8.2667,0.1739,299
10.0,10.0,0.0,0.01,223,8,8.0,0.1701,288
10.0,10.0,0.0,0.01,223,9,9.7,0.1265,332
10.0,10.0,0.0,0.01,223,10,7.0333,0.1498,247
10.0,10.0,0.0,0.01,223,11,8.9,0.1635,318
10.0,10.0,0.0,0.01,223,12,7.4333,0.1585,265
10.0,10.0,0.0,0.01,223,13,7.6333,0.1434,265
10.0,10.0,0.0,0.01,223,14,7.7333,0.1744,281
10.0,10.0,0.0,0.01,223,15,5.7333,0.1731,208
10.0,10.0,0.0,0.01,223,16,6.7667,0.1646,243
10.0,10.0,0.0,0.01,223,17,6.8333,0.1423,239
10.0,10.0,0.0,0.01,223,18,7.4333,0.1456,261
10.0,10.0,0.0,0.01,223,19,8.3,0.1502,293
10.0,10.0,0.0,0.01,223,20,9.3667,0.1366,322
10.0,10.0,0.0,0.01,223,21,7.8,0.1714,280
10.0,10.0,0.0,0.01,223,22,7.8667,0.1702,282
10.0,10.0,0.0,0.01,223,23,6.7667,0.1687,243
1.0,0.01,0.001,0.0001,85,0,7.4667,0.1791,268
1.0,0.01,0.001,0.0001,85,1,6.9667,0.2107,261
1.0,0.01,0.001,0.0001,85,2,6.9,0.2031,256
1.0,0.01,0.001,0.0001,85,3,8.4667,0.1438,292
1.0,0.01,0.001,0.0001,85,4,6.9,0.1314,236
1.0,0.01,0.001,0.0001,85,5,7.7667,0.1564,275
1.0,0.01,0.001,0.0001,85,6,7.4,0.1705,264
1.0,0.01,0.001,0.0001,85,7,7.8667,0.1397,272
1.0,0.01,0.001,0.0001,85,8,7.6667,0.163,270
1.0,0.01,0.001,0.0001,85,9,8.1667,0.1474,285
1.0,0.01,0.001,0.0001,85,10,7.6667,0.1346,260
1.0,0.01,0.001,0.0001,85,11,7.4667,0.1905,273
1.0,0.01,0.001,0.0001,85,12,7.6,0.1429,266
1.0,0.01,0.001,0.0001,85,13,7.5,0.1494,261
1.0,0.01,0.001,0.0001,85,14,7.6333,0.1624,271
1.0,0.01,0.001,0.0001,85,15,7.1333,0.113,239
1.0,0.01,0.001,0.0001,85,16,6.8333,0.1423,239
1.0,0.01,0.001,0.0001,85,17,7.0,0.1266,237
1.0,0.01,0.001,0.0001,85,18,7.0333,0.1475,244
1.0,0.01,0.001,0.0001,85,19,7.4,0.1512,258
1.0,0.01,0.001,0.0001,85,20,6.9333,0.1781,247
1.0,0.01,0.001,0.0001,85,21,7.4333,0.1716,268
1.0,0.01,0.001,0.0001,85,22,7.5667,0.1553,264
1.0,0.01,0.001,0.0001,85,23,6.7,0.1525,236
1.0,0.1,1.0,0.01,119,0,8.3,0.1024,254
1.0,0.1,1.0,0.01,119,1,8.4333,0.1255,271
1.0,0.1,1.0,0.01,119,2,8.6333,0.0996,271
1.0,0.1,1.0,0.01,119,3,8.2333,0.0964,249
1.0,0.1,1.0,0.01,119,4,8.2333,0.0709,254
1.0,0.1,1.0,0.01,119,5,9.0,0.1014,286
1.0,0.1,1.0,0.01,119,6,8.7667,0.0875,263
1.0,0.1,1.0,0.01,119,7,8.5,0.0875,263
1.0,0.1,1.0,0.01,119,8,7.9667,0.1269,260
1.0,0.1,1.0,0.01,119,9,8.9,0.0852,270
1.0,0.1,1.0,0.01,119,10,8.8667,0.0568,264
1.0,0.1,1.0,0.01,119,11,8.0333,0.1155,251
1.0,0.1,1.0,0.01,119,12,8.5333,0.0865,266
1.0,0.1,1.0,0.01,119,13,8.8,0.0735,272
1.0,0.1,1.0,0.01,119,14,8.7333,0.0866,277
1.0,0.1,1.0,0.01,119,15,8.2667,0.0843,261
1.0,0.1,1.0,0.01,119,16,8.1333,0.0927,259
1.0,0.1,1.0,0.01,119,17,8.4667,0.0881,261
1.0,0.1,1.0,0.01,119,18,8.3,0.093,258
1.0,0.1,1.0,0.01,119,19,8.5,0.0951,263
1.0,0.1,1.0,0.01,119,20,8.2333,0.0772,246
1.0,0.1,1.0,0.01,119,21,8.4667,0.1041,269
1.0,0.1,1.0,0.01,119,22,8.4333,0.0951,263
1.0,0.1,1.0,0.01,119,23,8.9667,0.0554,271
100.0,0.1,0.01,0.001,270,0,6.4667,0.2059,238
100.0,0.1,0.01,0.001,270,1,6.7333,0.2,250
100.0,0.1,0.01,0.001,270,2,4.6,0.2582,182
100.0,0.1,0.01,0.001,270,3,9.5,0.1187,320
100.0,0.1,0.01,0.001,270,4,4.7,0.1636,165
100.0,0.1,0.01,0.001,270,5,5.3667,0.197,198
100.0,0.1,0.01,0.001,270,6,5.7667,0.1642,201
100.0,0.1,0.01,0.001,270,7,6.5667,0.1833,240
100.0,0.1,0.01,0.001,270,8,5.9667,0.1918,219
100.0,0.1,0.01,0.001,270,9,8.2,0.1449,283
100.0,0.1,0.01,0.001,270,10,4.4333,0.2012,164
100.0,0.1,0.01,0.001,270,11,7.1,0.1829,257
100.0,0.1,0.01,0.001,270,12,4.4,0.2249,169
100.0,0.1,0.01,0.001,270,13,6.3333,0.1703,229
100.0,0.1,0.01,0.001,270,14,5.6667,0.1943,211
100.0,0.1,0.01,0.001,270,15,3.7333,0.2168,143
100.0,0.1,0.01,0.001,270,16,3.2333,0.2707,133
100.0,0.1,0.01,0.001,270,17,4.3667,0.2073,164
100.0,0.1,0.01,0.001,270,18,4.4333,0.2202,168
100.0,0.1,0.01,0.001,270,19,4.2667,0.2349,166
100.0,0.1,0.01,0.001,270,20,7.1333,0.1621,253
100.0,0.1,0.01,0.001,270,21,4.5667,0.2373,177
100.0,0.1,0.01,0.001,270,22,6.9333,0.1727,249
100.0,0.1,0.01,0.001,270,23,4.3333,0.2275,167
0.1,0.01,1.0,0.0001,17,0,8.4,0.0952,252
0.1,0.01,1.0,0.0001,17,1,9.3,0.046,261
0.1,0.01,1.0,0.0001,17,2,9.1333,0.0682,264
0.1,0.01,1.0,0.0001,17,3,8.9333,0.0775,258
0.1,0.01,1.0,0.0001,17,4,8.4333,0.063,254
0.1,0.01,1.0,0.0001,17,5,8.9333,0.0606,264
0.1,0.01,1.0,0.0001,17,6,9.5667,0.0382,262
0.1,0.01,1.0,0.0001,17,7,8.5333,0.0817,257
0.1,0.01,1.0,0.0001,17,8,9.1333,0.0349,258
0.1,0.01,1.0,0.0001,17,9,9.0667,0.069,261
0.1,0.01,1.0,0.0001,17,10,8.6,0.0736,258
0.1,0.01,1.0,0.0001,17,11,8.5333,0.0992,262
0.1,0.01,1.0,0.0001,17,12,8.4667,0.0502,239
0.1,0.01,1.0,0.0001,17,13,8.6333,0.0703,256
0.1,0.01,1.0,0.0001,17,14,8.8,0.0711,253
0.1,0.01,1.0,0.0001,17,15,8.3667,0.0449,245
0.1,0.01,1.0,0.0001,17,16,8.7667,0.0514,253
0.1,0.01,1.0,0.0001,17,17,8.5333,0.0632,253
0.1,0.01,1.0,0.0001,17,18,8.6333,0.0447,246
0.1,0.01,1.0,0.0001,17,19,8.9,0.0426,258
0.1,0.01,1.0,0.0001,17,20,8.6667,0.0714,252
0.1,0.01,1.0,0.0001,17,21,8.9333,0.0722,263
0.1,0.01,1.0,0.0001,17,22,8.5333,0.0784,255
0.1,0.01,1.0,0.0001,17,23,8.5333,0.0403,248
100.0,1.0,1.0,0.0001,297,0,9.4667,0.125,320
100.0,1.0,1.0,0.0001,297,1,9.1333,0.1589,321
100.0,1.0,1.0,0.0001,297,2,8.8667,0.1358,302
100.0,1.0,1.0,0.0001,297,3,10.3667,0.1147,340
100.0,1.0,1.0,0.0001,297,4,9.1333,0.0796,289
100.0,1.0,1.0,0.0001,297,5,8.8667,0.1153,295
100.0,1.0,1.0,0.0001,297,6,9.1333,0.1318,311
100.0,1.0,1.0,0.0001,297,7,9.8,0.1216,329
100.0,1.0,1.0,0.0001,297,8,9.6667,0.1019,314
100.0,1.0,1.0,0.0001,297,9,9.8,0.122,328
100.0,1.0,1.0,0.0001,297,10,9.0,0.0956,293
100.0,1.0,1.0,0.0001,297,11,9.2,0.1541,318
100.0,1.0,1.0,0.0001,297,12,8.6667,0.1084,286
100.0,1.0,1.0,0.0001,297,13,9.1333,0.1201,308
100.0,1.0,1.0,0.0001,297,14,8.9333,0.125,304
100.0,1.0,1.0,0.0001,297,15,7.9,0.1227,269
100.0,1.0,1.0,0.0001,297,16,9.0,0.0983,295
100.0,1.0,1.0,0.0001,297,17,8.8667,0.1122,294
100.0,1.0,1.0,0.0001,297,18,8.3667,0.1237,283
100.0,1.0,1.0,0.0001,297,19,8.9,0.1382,304
100.0,1.0,1.0,0.0001,297,20,9.4,0.1129,310
100.0,1.0,1.0,0.0001,297,21,8.9,0.1316,304
100.0,1.0,1.0,0.0001,297,22,9.6,0.1319,326
100.0,1.0,1.0,0.0001,297,23,8.2333,0.1022,274
1.0,0.1,0.01,0.1,112,0,8.1,0.1423,267
1.0,0.1,0.01,0.1,112,1,9.1667,0.0929,280
1.0,0.1,0.01,0.1,112,2,8.3333,0.1241,274
1.0,0.1,0.01,0.1,112,3,8.9333,0.1267,292
1.0,0.1,0.01,0.1,112,4,7.5333,0.0932,236
1.0,0.1,0.01,0.1,112,5,8.3333,0.0947,264
1.0,0.1,0.01,0.1,112,6,8.7333,0.076,263
1.0,0.1,0.01,0.1,112,7,8.3333,0.1194,268
1.0,0.1,0.01,0.1,112,8,8.1,0.1179,263
1.0,0.1,0.01,0.1,112,9,9.2333,0.0956,293
1.0,0.1,0.01,0.1,112,10,8.4,0.0892,269
1.0,0.1,0.01,0.1,112,11,8.8,0.1043,278
1.0,0.1,0.01,0.1,112,12,8.4,0.0896,268
1.0,0.1,0.01,0.1,112,13,8.7333,0.119,294
1.0,0.1,0.01,0.1,112,14,8.9333,0.078,282
1.0,0.1,0.01,0.1,112,15,7.8,0.076,250
1.0,0.1,0.01,0.1,112,16,7.6667,0.0875,240
1.0,0.1,0.01,0.1,112,17,7.9667,0.1149,261
1.0,0.1,0.01,0.1,112,18,8.0333,0.112,259
1.0,0.1,0.01,0.1,112,19,7.7333,0.1089,248
1.0,0.1,0.01,0.1,112,20,8.4,0.1214,280
1.0,0.1,0.01,0.1,112,21,8.6333,0.0989,273
1.0,0.1,0.01,0.1,112,22,8.2,0.0973,257
1.0,0.1,0.01,0.1,112,23,8.5667,0.0855,269
10.0,10.0,0.01,0.001,230,0,9.9333,0.151,351
10.0,10.0,0.01,0.001,230,1,9.6,0.1681,345
10.0,10.0,0.01,0.001,230,2,8.8333,0.1776,321
10.0,10.0,0.01,0.001,230,3,10.3,0.1278,352
10.0,10.0,0.01,0.001,230,4,7.7,0.1321,265
10.0,10.0,0.01,0.001,230,5,8.7667,0.1461,308
10.0,10.0,0.01,0.001,230,6,9.9667,0.1494,348
10.0,10.0,0.01,0.001,230,7,9.7667,0.1536,345
10.0,10.0,0.01,0.001,230,8,9.2,0.1585,328
10.0,10.0,0.01,0.001,230,9,10.6333,0.1212,363
10.0,10.0,0.01,0.001,230,10,8.0333,0.1459,281
10.0,10.0,0.01,0.001,230,11,9.1333,0.1707,328
10.0,10.0,0.01,0.001,230,12,8.2,0.1493,288
10.0,10.0,0.01,0.001,230,13,8.7667,0.1358,302
10.0,10.0,0.01,0.001,230,14,9.1667,0.1538,325
10.0,10.0,0.01,0.001,230,15,7.1333,0.1474,251
10.0,10.0,0.01,0.001,230,16,8.8,0.1373,306
10.0,10.0,0.01,0.001,230,17,8.6,0.1342,298
10.0,10.0,0.01,0.001,230,18,8.1333,0.1469,286
10.0,10.0,0.01,0.001,230,19,10.5333,0.1232,357
10.0,10.0,0.01,0.001,230,20,10.3667,0.1292,356
10.0,10.0,0.01,0.001,230,21,9.2333,0.1375,320
10.0,10.0,0.01,0.001,230,22,9.4667,0.1552,335
10.0,10.0,0.01,0.001,230,23,7.2333,0.1628,258
0.1,10.0,0.001,0.1,68,0,8.1,0.1596,282
0.1,10.0,0.001,0.1,68,1,7.8333,0.1851,281
0.1,10.0,0.001,0.1,68,2,7.4667,0.176,267
0.1,10.0,0.001,0.1,68,3,8.8,0.1558,308
0.1,10.0,0.001,0.1,68,4,7.5333,0.1089,248
0.1,10.0,0.001,0.1,68,5,7.5333,0.1673,269
0.1,10.0,0.001,0.1,68,6,8.8667,0.1386,303
0.1,10.0,0.001,0.1,68,7,8.0,0.1552,277
0.1,10.0,0.001,0.1,68,8,8.2667,0.1661,295
0.1,10.0,0.001,0.1,68,9,8.4,0.125,280
0.1,10.0,0.001,0.1,68,10,8.2667,0.107,271
0.1,10.0,0.001,0.1,68,11,7.9333,0.1853,286
0.1,10.0,0.001,0.1,68,12,8.1,0.1372,277
0.1,10.0,0.001,0.1,68,13,8.3667,0.1272,283
0.1,10.0,0.001,0.1,68,14,8.0,0.1536,280
0.1,10.0,0.001,0.1,68,15,7.3,0.1325,249
0.1,10.0,0.001,0.1,68,16,7.7333,0.1423,267
0.1,10.0,0.001,0.1,68,17,7.2333,0.1394,251
0.1,10.0,0.001,0.1,68,18,7.5667,0.1483,263
0.1,10.0,0.001,0.1,68,19,8.0333,0.119,269
0.1,10.0,0.001,0.1,68,20,8.3,0.1469,286
0.1,10.0,0.001,0.1,68,21,7.7667,0.1556,270
0.1,10.0,0.001,0.1,68,22,8.1333,0.1649,285
0.1,10.0,0.001,0.1,68,23,7.7,0.1461,267
10.0,1.0,0.001,0.01,207,0,6.2333,0.2085,235
10.0,1.0,0.001,0.01,207,1,6.0,0.2393,234
10.0,1.0,0.001,0.01,207,2,4.9667,0.2624,202
10.0,1.0,0.001,0.01,207,3,7.9667,0.1613,279
10.0,1.0,0.001,0.01,207,4,4.9333,0.1695,177
10.0,1.0,0.001,0.01,207,5,6.3333,0.1897,232
10.0,1.0,0.001,0.01,207,6,5.7,0.1823,203
10.0,1.0,0.001,0.01,207,7,6.2333,0.2051,234
10.0,1.0,0.001,0.01,207,8,6.0333,0.1928,223
10.0,1.0,0.001,0.01,207,9,6.5667,0.1826,241
10.0,1.0,0.001,0.01,207,10,5.9,0.1627,209
10.0,1.0,0.001,0.01,207,11,6.6667,0.212,250
10.0,1.0,0.001,0.01,207,12,5.8667,0.1814,215
10.0,1.0,0.001,0.01,207,13,6.7333,0.1632,239
10.0,1.0,0.001,0.01,207,14,6.4,0.1767,232
10.0,1.0,0.001,0.01,207,15,4.9667,0.1722,180
10.0,1.0,0.001,0.01,207,16,4.9,0.1878,181
10.0,1.0,0.001,0.01,207,17,5.0,0.1913,183
10.0,1.0,0.001,0.01,207,18,5.2667,0.1907,194
10.0,1.0,0.001,0.01,207,19,5.1667,0.2234,197
10.0,1.0,0.001,0.01,207,20,6.1667,0.1911,225
10.0,1.0,0.001,0.01,207,21,5.7,0.2019,213
10.0,1.0,0.001,0.01,207,22,6.4333,0.1899,237
10.0,1.0,0.001,0.01,207,23,5.2333,0.1907,194
10.0,10.0,0.0,0.001,222,0,9.9,0.149,349
10.0,10.0,0.0,0.001,222,1,9.5667,0.1686,344
