LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
10.0,0.1,1.0,0.0001,197,9,8.8667,0.0518,251
10.0,0.1,1.0,0.0001,197,10,8.9,0.0524,267
10.0,0.1,1.0,0.0001,197,11,8.7667,0.0706,255
10.0,0.1,1.0,0.0001,197,12,8.8667,0.0909,275
10.0,0.1,1.0,0.0001,197,13,8.7,0.0993,272
10.0,0.1,1.0,0.0001,197,14,8.8,0.0687,262
10.0,0.1,1.0,0.0001,197,15,8.5,0.0408,245
10.0,0.1,1.0,0.0001,197,16,9.0667,0.0652,276
10.0,0.1,1.0,0.0001,197,17,9.0333,0.0414,266
10.0,0.1,1.0,0.0001,197,18,8.4667,0.0843,261
10.0,0.1,1.0,0.0001,197,19,9.0,0.0755,278
10.0,0.1,1.0,0.0001,197,20,8.3,0.0779,244
10.0,0.1,1.0,0.0001,197,21,9.0667,0.0722,277
10.0,0.1,1.0,0.0001,197,22,8.6667,0.0643,249
10.0,0.1,1.0,0.0001,197,23,8.9,0.0727,275
0.1,1.0,1.0,0.0001,57,0,8.5,0.0887,248
0.1,1.0,1.0,0.0001,57,1,8.9333,0.076,263
0.1,1.0,1.0,0.0001,57,2,8.7667,0.0769,260
0.1,1.0,1.0,0.0001,57,3,8.3333,0.0794,252
0.1,1.0,1.0,0.0001,57,4,9.2667,0.0151,265
0.1,1.0,1.0,0.0001,57,5,8.6667,0.082,256
0.1,1.0,1.0,0.0001,57,6,8.5333,0.0685,248
0.1,1.0,1.0,0.0001,57,7,9.1,0.0704,270
0.1,1.0,1.0,0.0001,57,8,8.6,0.0934,257
0.1,1.0,1.0,0.0001,57,9,8.8333,0.07,257
0.1,1.0,1.0,0.0001,57,10,8.4333,0.0413,242
0.1,1.0,1.0,0.0001,57,11,8.5,0.0884,249
0.1,1.0,1.0,0.0001,57,12,8.2667,0.0502,239
0.1,1.0,1.0,0.0001,57,13,8.7667,0.0449,245
0.1,1.0,1.0,0.0001,57,14,8.3,0.0672,238
0.1,1.0,1.0,0.0001,57,15,8.8333,0.0463,259
0.1,1.0,1.0,0.0001,57,16,9.0667,0.0481,270
0.1,1.0,1.0,0.0001,57,17,8.7333,0.0892,269
0.1,1.0,1.0,0.0001,57,18,9.0333,0.0277,253
0.1,1.0,1.0,0.0001,57,19,8.0667,0.088,250
0.1,1.0,1.0,0.0001,57,20,9.0667,0.0577,260
0.1,1.0,1.0,0.0001,57,21,8.2333,0.0894,246
0.1,1.0,1.0,0.0001,57,22,8.3667,0.0754,252
0.1,1.0,1.0,0.0001,57,23,8.3,0.0859,256
0.1,0.1,1.0,0.0001,37,0,9.0667,0.0821,268
0.1,0.1,1.0,0.0001,37,1,8.5,0.098,255
0.1,0.1,1.0,0.0001,37,2,9.2,0.042,262
0.1,0.1,1.0,0.0001,37,3,8.5333,0.0934,257
0.1,0.1,1.0,0.0001,37,4,8.1333,0.0504,238
0.1,0.1,1.0,0.0001,37,5,8.6333,0.0531,245
0.1,0.1,1.0,0.0001,37,6,8.8667,0.0591,254
0.1,0.1,1.0,0.0001,37,7,8.8667,0.0447,246
0.1,0.1,1.0,0.0001,37,8,9.1333,0.0465,258
0.1,0.1,1.0,0.0001,37,9,9.0,0.0687,262
0.1,0.1,1.0,0.0001,37,10,9.5333,0.0259,270
0.1,0.1,1.0,0.0001,37,11,8.2667,0.0802,237
0.1,0.1,1.0,0.0001,37,12,9.2667,0.0556,270
0.1,0.1,1.0,0.0001,37,13,8.5333,0.0598,251
0.1,0.1,1.0,0.0001,37,14,8.9333,0.0398,251
0.1,0.1,1.0,0.0001,37,15,8.5,0.0591,254
0.1,0.1,1.0,0.0001,37,16,8.9667,0.0599,267
0.1,0.1,1.0,0.0001,37,17,8.8667,0.0395,253
0.1,0.1,1.0,0.0001,37,18,9.1333,0.0388,258
0.1,0.1,1.0,0.0001,37,19,9.1333,0.0597,268
0.1,0.1,1.0,0.0001,37,20,8.7667,0.0445,247
0.1,0.1,1.0,0.0001,37,21,8.7667,0.0492,244
0.1,0.1,1.0,0.0001,37,22,8.9,0.0551,254
0.1,0.1,1.0,0.0001,37,23,8.8667,0.0644,264
100.0,10.0,0.01,0.0001,309,0,9.7333,0.1536,345
100.0,10.0,0.01,0.0001,309,1,9.7333,0.1662,349
100.0,10.0,0.01,0.0001,309,2,8.7,0.1772,316
100.0,10.0,0.01,0.0001,309,3,10.2333,0.1352,355
100.0,10.0,0.01,0.0001,309,4,7.6333,0.1364,264
100.0,10.0,0.01,0.0001,309,5,8.7,0.1536,306
100.0,10.0,0.01,0.0001,309,6,10.5,0.1452,365
100.0,10.0,0.01,0.0001,309,7,10.3,0.1232,349
100.0,10.0,0.01,0.0001,309,8,9.8333,0.1547,349
100.0,10.0,0.01,0.0001,309,9,10.6667,0.1378,370
100.0,10.0,0.01,0.0001,309,10,8.5667,0.1322,295
100.0,10.0,0.01,0.0001,309,11,9.1,0.1856,334
100.0,10.0,0.01,0.0001,309,12,8.1,0.1362,279
100.0,10.0,0.01,0.0001,309,13,8.9667,0.1275,306
100.0,10.0,0.01,0.0001,309,14,10.0667,0.142,352
100.0,10.0,0.01,0.0001,309,15,7.0,0.1498,247
100.0,10.0,0.01,0.0001,309,16,8.6333,0.1429,301
100.0,10.0,0.01,0.0001,309,17,8.6333,0.1338,299
100.0,10.0,0.01,0.0001,309,18,8.3,0.1298,285
100.0,10.0,0.01,0.0001,309,19,10.4333,0.1289,357
100.0,10.0,0.01,0.0001,309,20,10.6,0.1219,361
100.0,10.0,0.01,0.0001,309,21,9.4333,0.1455,330
100.0,10.0,0.01,0.0001,309,22,9.6,0.1484,337
100.0,10.0,0.01,0.0001,309,23,6.9333,0.172,250
100.0,0.1,1.0,0.1,280,0,8.8667,0.0899,267
100.0,0.1,1.0,0.1,280,1,8.8333,0.1115,278
100.0,0.1,1.0,0.1,280,2,8.2333,0.1301,269
100.0,0.1,1.0,0.1,280,3,9.0667,0.0989,283
100.0,0.1,1.0,0.1,280,4,8.8,0.0611,262
100.0,0.1,1.0,0.1,280,5,8.4,0.1136,273
100.0,0.1,1.0,0.1,280,6,8.4333,0.0943,265
100.0,0.1,1.0,0.1,280,7,8.4333,0.1115,269
100.0,0.1,1.0,0.1,280,8,9.2333,0.0845,284
100.0,0.1,1.0,0.1,280,9,8.9,0.0932,279
100.0,0.1,1.0,0.1,280,10,9.3333,0.0573,279
100.0,0.1,1.0,0.1,280,11,7.7667,0.1577,260
100.0,0.1,1.0,0.1,280,12,8.9667,0.0887,282
100.0,0.1,1.0,0.1,280,13,8.8,0.1039,279
100.0,0.1,1.0,0.1,280,14,9.2333,0.075,280
100.0,0.1,1.0,0.1,280,15,8.6667,0.0903,277
100.0,0.1,1.0,0.1,280,16,8.9,0.0874,286
100.0,0.1,1.0,0.1,280,17,8.6333,0.0809,272
100.0,0.1,1.0,0.1,280,18,9.3667,0.0532,282
100.0,0.1,1.0,0.1,280,19,8.8333,0.0836,275
100.0,0.1,1.0,0.1,280,20,7.8333,0.1,240
100.0,0.1,1.0,0.1,280,21,8.6333,0.0893,280
100.0,0.1,1.0,0.1,280,22,8.8,0.0798,263
100.0,0.1,1.0,0.1,280,23,9.0,0.0816,282
100.0,0.01,0.1,0.1,256,0,8.9,0.0949,274
100.0,0.01,0.1,0.1,256,1,8.8667,0.1087,276
100.0,0.01,0.1,0.1,256,2,8.4,0.1312,282
100.0,0.01,0.1,0.1,256,3,8.6667,0.1033,271
100.0,0.01,0.1,0.1,256,4,8.6333,0.0781,269
100.0,0.01,0.1,0.1,256,5,8.6667,0.0865,266
100.0,0.01,0.1,0.1,256,6,9.0667,0.0996,281
100.0,0.01,0.1,0.1,256,7,9.2,0.125,296
100.0,0.01,0.1,0.1,256,8,9.3,0.0961,281
100.0,0.01,0.1,0.1,256,9,8.7,0.1294,286
100.0,0.01,0.1,0.1,256,10,8.6,0.1007,278
100.0,0.01,0.1,0.1,256,11,8.8,0.0871,264
100.0,0.01,0.1,0.1,256,12,8.3333,0.1041,269
100.0,0.01,0.1,0.1,256,13,8.8667,0.0903,277
100.0,0.01,0.1,0.1,256,14,8.9,0.1025,283
100.0,0.01,0.1,0.1,256,15,8.1333,0.0849,259
100.0,0.01,0.1,0.1,256,16,8.9667,0.078,282
100.0,0.01,0.1,0.1,256,17,8.5333,0.0919,272
100.0,0.01,0.1,0.1,256,18,9.1,0.0584,274
100.0,0.01,0.1,0.1,256,19,8.7,0.0722,263
100.0,0.01,0.1,0.1,256,20,8.3667,0.0902,255
100.0,0.01,0.1,0.1,256,21,8.8,0.0866,277
100.0,0.01,0.1,0.1,256,22,8.4333,0.0895,257
100.0,0.01,0.1,0.1,256,23,8.3,0.114,272
1.0,1.0,0.1,0.1,136,0,8.0333,0.1392,273
1.0,1.0,0.1,0.1,136,1,8.5,0.1183,279
1.0,1.0,0.1,0.1,136,2,7.3,0.1686,255
1.0,1.0,0.1,0.1,136,3,7.3667,0.1686,255
1.0,1.0,0.1,0.1,136,4,7.6333,0.0902,244
1.0,1.0,0.1,0.1,136,5,8.1333,0.1357,280
1.0,1.0,0.1,0.1,136,6,7.7333,0.1385,260
1.0,1.0,0.1,0.1,136,7,8.2,0.1355,273
1.0,1.0,0.1,0.1,136,8,7.6667,0.1479,257
1.0,1.0,0.1,0.1,136,9,8.1,0.1338,269
1.0,1.0,0.1,0.1,136,10,7.8333,0.1016,256
1.0,1.0,0.1,0.1,136,11,8.1667,0.1365,271
1.0,1.0,0.1,0.1,136,12,7.6,0.1308,260
1.0,1.0,0.1,0.1,136,13,8.2,0.1152,269
1.0,1.0,0.1,0.1,136,14,8.5,0.1197,284
1.0,1.0,0.1,0.1,136,15,7.0,0.1026,234
1.0,1.0,0.1,0.1,136,16,6.9667,0.1154,234
1.0,1.0,0.1,0.1,136,17,7.2333,0.1172,239
1.0,1.0,0.1,0.1,136,18,7.7667,0.1059,255
1.0,1.0,0.1,0.1,136,19,6.7667,0.136,228
1.0,1.0,0.1,0.1,136,20,7.7333,0.1379,261
1.0,1.0,0.1,0.1,136,21,8.2667,0.1196,276
1.0,1.0,0.1,0.1,136,22,8.0,0.1365,271
1.0,1.0,0.1,0.1,136,23,7.3,0.1315,251
0.1,10.0,0.01,0.01,71,0,8.6,0.1639,305
0.1,10.0,0.01,0.01,71,1,8.4333,0.1711,298
0.1,10.0,0.01,0.01,71,2,7.9667,0.1828,290
0.1,10.0,0.01,0.01,71,3,9.6667,0.1369,336
0.1,10.0,0.01,0.01,71,4,7.6333,0.1048,248
0.1,10.0,0.01,0.01,71,5,9.1,0.129,310
0.1,10.0,0.01,0.01,71,6,9.3667,0.1411,319
0.1,10.0,0.01,0.01,71,7,9.6667,0.1337,329
0.1,10.0,0.01,0.01,71,8,8.4333,0.1616,297
0.1,10.0,0.01,0.01,71,9,9.9333,0.1246,337
0.1,10.0,0.01,0.01,71,10,8.4667,0.1071,280
0.1,10.0,0.01,0.01,71,11,9.0667,0.1582,316
0.1,10.0,0.01,0.01,71,12,7.6,0.1509,265
0.1,10.0,0.01,0.01,71,13,8.6,0.122,287
0.1,10.0,0.01,0.01,71,14,8.6667,0.1457,302
0.1,10.0,0.01,0.01,71,15,8.2,0.1172,273
0.1,10.0,0.01,0.01,71,16,8.6,0.1229,293
0.1,10.0,0.01,0.01,71,17,7.9333,0.1287,272
0.1,10.0,0.01,0.01,71,18,8.1333,0.1418,282
0.1,10.0,0.01,0.01,71,19,9.0333,0.127,307
0.1,10.0,0.01,0.01,71,20,9.6,0.1238,323
0.1,10.0,0.01,0.01,71,21,7.9,0.1583,278
0.1,10.0,0.01,0.01,71,22,9.3333,0.1293,317
0.1,10.0,0.01,0.01,71,23,7.6667,0.1439,264
100.0,10.0,0.1,0.001,314,0,9.7667,0.1357,339
100.0,10.0,0.1,0.001,314,1,9.7333,0.1516,343
100.0,10.0,0.1,0.001,314,2,8.3,0.1788,302
100.0,10.0,0.1,0.001,314,3,10.1333,0.1239,347
100.0,10.0,0.1,0.001,314,4,7.2667,0.1174,247
100.0,10.0,0.1,0.001,314,5,8.3667,0.1463,294
100.0,10.0,0.1,0.001,314,6,10.2333,0.1461,356
100.0,10.0,0.1,0.001,314,7,10.0667,0.1279,344
100.0,10.0,0.1,0.001,314,8,9.5333,0.1513,337
100.0,10.0,0.1,0.001,314,9,10.8333,0.1099,364
100.0,10.0,0.1,0.001,314,10,8.5333,0.1176,289
100.0,10.0,0.1,0.001,314,11,9.4,0.1612,335
100.0,10.0,0.1,0.001,314,12,7.7667,0.1381,268
100.0,10.0,0.1,0.001,314,13,8.4333,0.1345,290
100.0,10.0,0.1,0.001,314,14,9.8,0.1331,338
100.0,10.0,0.1,0.001,314,15,6.5,0.1558,231
100.0,10.0,0.1,0.001,314,16,8.4,0.134,291
100.0,10.0,0.1,0.001,314,17,8.5,0.1297,293
100.0,10.0,0.1,0.001,314,18,7.9,0.1418,275
100.0,10.0,0.1,0.001,314,19,10.2333,0.1108,343
100.0,10.0,0.1,0.001,314,20,11.0,0.1035,367
100.0,10.0,0.1,0.001,314,21,9.1667,0.1486,323
100.0,10.0,0.1,0.001,314,22,9.9333,0.1217,337
100.0,10.0,0.1,0.001,314,23,6.9,0.1626,246
0.1,1.0,0.0,0.01,43,0,6.7667,0.1807,238
0.1,1.0,0.0,0.01,43,1,6.6333,0.2066,242
0.1,1.0,0.0,0.01,43,2,5.3,0.2341,205
0.1,1.0,0.0,0.01,43,3,7.3333,0.1679,262
0.1,1.0,0.0,0.01,43,4,5.8,0.1436,195
0.1,1.0,0.0,0.01,43,5,4.7,0.2286,175
0.1,1.0,0.0,0.01,43,6,6.3667,0.2017,233
0.1,1.0,0.0,0.01,43,7,6.1333,0.2054,224
0.1,1.0,0.0,0.01,43,8,6.1333,0.1991,221
0.1,1.0,0.0,0.01,43,9,6.5,0.1907,236
0.1,1.0,0.0,0.01,43,10,5.8667,0.1465,198
0.1,1.0,0.0,0.01,43,11,6.7667,0.1867,241
0.1,1.0,0.0,0.01,43,12,5.1333,0.2124,193
0.1,1.0,0.0,0.01,43,13,5.5333,0.19,200
0.1,1.0,0.0,0.01,43,14,6.1667,0.1847,222
0.1,1.0,0.0,0.01,43,15,3.7667,0.2238,143
0.1,1.0,0.0,0.01,43,16,5.0333,0.2043,186
0.1,1.0,0.0,0.01,43,17,4.9667,0.1934,181
0.1,1.0,0.0,0.01,43,18,5.1333,0.2135,192
0.1,1.0,0.0,0.01,43,19,6.2333,0.1587,208
0.1,1.0,0.0,0.01,43,20,7.0,0.1714,245
0.1,1.0,0.0,0.01,43,21,5.6,0.218,211
0.1,1.0,0.0,0.01,43,22,5.9667,0.2037,216
0.1,1.0,0.0,0.01,43,23,4.0,0.2303,152
0.1,0.01,0.0,0.01,3,0,5.3333,0.1954,174
0.1,0.01,0.0,0.01,3,1,6.6333,0.1455,213
0.1,0.01,0.0,0.01,3,2,5.0333,0.2035,172
0.1,0.01,0.0,0.01,3,3,6.6667,0.1317,205
0.1,0.01,0.0,0.01,3,4,5.0,0.1126,151
0.1,0.01,0.0,0.01,3,5,6.2,0.0904,177
0.1,0.01,0.0,0.01,3,6,5.9667,0.1209,182
0.1,0.01,0.0,0.01,3,7,6.0,0.1351,185
0.1,0.01,0.0,0.01,3,8,5.6333,0.1868,182
0.1,0.01,0.0,0.01,3,9,6.2667,0.1176,187
0.1,0.01,0.0,0.01,3,10,4.7667,0.1429,147
0.1,0.01,0.0,0.01,3,11,6.4,0.1592,201
0.1,0.01,0.0,0.01,3,12,4.7333,0.1572,159
0.1,0.01,0.0,0.01,3,13,5.1667,0.1386,166
0.1,0.01,0.0,0.01,3,14,6.1667,0.1289,194
0.1,0.01,0.0,0.01,3,15,3.9667,0.163,135
0.1,0.01,0.0,0.01,3,16,4.5,0.1554,148
0.1,0.01,0.0,0.01,3,17,4.0667,0.1739,138
0.1,0.01,0.0,0.01,3,18,5.1,0.106,151
0.1,0.01,0.0,0.01,3,19,5.1,0.1282,156
0.1,0.01,0.0,0.01,3,20,5.4333,0.1561,173
0.1,0.01,0.0,0.01,3,21,4.7,0.1974,152
0.1,0.01,0.0,0.01,3,22,6.2333,0.1337,187
0.1,0.01,0.0,0.01,3,23,4.5667,0.1,140
10.0,1.0,0.1,0.0001,213,0,9.5333,0.1518,336
10.0,1.0,0.1,0.0001,213,1,9.5333,0.1691,343
10.0,1.0,0.1,0.0001,213,2,8.6333,0.1768,311
10.0,1.0,0.1,0.0001,213,3,10.4667,0.1243,354
10.0,1.0,0.1,0.0001,213,4,8.7,0.1073,289
10.0,1.0,0.1,0.0001,213,5,9.0,0.1433,314
10.0,1.0,0.1,0.0001,213,6,9.6333,0.1579,342
10.0,1.0,0.1,0.0001,213,7,9.8667,0.1547,349
10.0,1.0,0.1,0.0001,213,8,9.2667,0.1524,328
10.0,1.0,0.1,0.0001,213,9,10.3333,0.1292,356
10.0,1.0,0.1,0.0001,213,10,9.2,0.1242,314
10.0,1.0,0.1,0.0001,213,11,9.1333,0.1777,332
10.0,1.0,0.1,0.0001,213,12,8.1667,0.1503,286
10.0,1.0,0.1,0.0001,213,13,8.9333,0.1492,315
10.0,1.0,0.1,0.0001,213,14,9.5,0.1424,330
10.0,1.0,0.1,0.0001,213,15,8.3,0.1298,285
10.0,1.0,0.1,0.0001,213,16,8.7667,0.1349,304
10.0,1.0,0.1,0.0001,213,17,8.8667,0.1311,305
10.0,1.0,0.1,0.0001,213,18,8.4667,0.1404,292
10.0,1.0,0.1,0.0001,213,19,9.6333,0.1351,333
10.0,1.0,0.1,0.0001,213,20,10.7,0.1281,367
10.0,1.0,0.1,0.0001,213,21,9.4667,0.135,326
10.0,1.0,0.1,0.0001,213,22,9.7667,0.1491,342
10.0,1.0,0.1,0.0001,213,23,8.0667,0.1484,283
0.1,1.0,0.0,0.0001,41,0,7.8,0.172,279
0.1,1.0,0.0,0.0001,41,1,7.7333,0.1915,282
0.1,1.0,0.0,0.0001,41,2,7.1333,0.206,267
0.1,1.0,0.0,0.0001,41,3,9.1,0.1355,310
0.1,1.0,0.0,0.0001,41,4,6.7,0.1166,223
0.1,1.0,0.0,0.0001,41,5,6.7667,0.1674,239
0.1,1.0,0.0,0.0001,41,6,8.5,0.1582,297
0.1,1.0,0.0,0.0001,41,7,7.8,0.1709,275
0.1,1.0,0.0,0.0001,41,8,7.4667,0.1747,269
0.1,1.0,0.0,0.0001,41,9,8.7333,0.1342,298
0.1,1.0,0.0,0.0001,41,10,6.3667,0.1622,222
0.1,1.0,0.0,0.0001,41,11,7.3,0.1932,264
0.1,1.0,0.0,0.0001,41,12,5.6,0.199,206
0.1,1.0,0.0,0.0001,41,13,6.4333,0.157,223
0.1,1.0,0.0,0.0001,41,14,7.9,0.1522,276
0.1,1.0,0.0,0.0001,41,15,5.4333,0.1719,192
0.1,1.0,0.0,0.0001,41,16,7.1667,0.1358,243
0.1,1.0,0.0,0.0001,41,17,6.7,0.1694,242
0.1,1.0,0.0,0.0001,41,18,6.4333,0.1732,231
0.1,1.0,0.0,0.0001,41,19,8.1667,0.1403,278
0.1,1.0,0.0,0.0001,41,20,8.4333,0.1434,286
0.1,1.0,0.0,0.0001,41,21,7.2,0.1647,255
0.1,1.0,0.0,0.0001,41,22,7.7333,0.1593,270
0.1,1.0,0.0,0.0001,41,23,5.4,0.196,199
1.0,1.0,0.0,0.0001,121,0,9.5333,0.148,331
1.0,1.0,0.0,0.0001,121,1,9.3667,0.1721,337
1.0,1.0,0.0,0.0001,121,2,8.4667,0.1792,307
1.0,1.0,0.0,0.0001,121,3,9.1667,0.1437,320
1.0,1.0,0.0,0.0001,121,4,7.8,0.1077,260
1.0,1.0,0.0,0.0001,121,5,8.7,0.1386,303
1.0,1.0,0.0,0.0001,121,6,9.8667,0.1474,346
1.0,1.0,0.0,0.0001,121,7,9.4333,0.1562,333
1.0,1.0,0.0,0.0001,121,8,9.5,0.1493,335
1.0,1.0,0.0,0.0001,121,9,10.1333,0.1322,348
1.0,1.0,0.0,0.0001,121,10,8.1333,0.1444,284
1.0,1.0,0.0,0.0001,121,11,9.4,0.152,329
1.0,1.0,0.0,0.0001,121,12,8.1667,0.1393,280
1.0,1.0,0.0,0.0001,121,13,7.6,0.1429,259
1.0,1.0,0.0,0.0001,121,14,8.8333,0.1534,313
1.0,1.0,0.0,0.0001,121,15,7.6,0.1429,266
1.0,1.0,0.0,0.0001,121,16,8.9667,0.1303,307
1.0,1.0,0.0,0.0001,121,17,8.3667,0.1409,291
1.0,1.0,0.0,0.0001,121,18,8.9,0.1331,308
1.0,1.0,0.0,0.0001,121,19,9.8,0.1284,335
1.0,1.0,0.0,0.0001,121,20,9.5,0.1429,329
1.0,1.0,0.0,0.0001,121,21,9.2667,0.1371,321
1.0,1.0,0.0,0.0001,121,22,8.7333,0.1596,307
1.0,1.0,0.0,0.0001,121,23,7.9333,0.153,281
100.0,0.1,0.0,0.0001,261,0,8.2667,0.1592,289
100.0,0.1,0.0,0.0001,261,1,8.6,0.1683,309
100.0,0.1,0.0,0.0001,261,2,6.1,0.2255,235
100.0,0.1,0.0,0.0001,261,3,10.4,0.1285,358
100.0,0.1,0.0,0.0001,261,4,5.9333,0.1281,203
100.0,0.1,0.0,0.0001,261,5,7.1667,0.1535,254
100.0,0.1,0.0,0.0001,261,6,8.3,0.1599,294
100.0,0.1,0.0,0.0001,261,7,8.4667,0.1481,297
100.0,0.1,0.0,0.0001,261,8,7.4,0.1512,258
100.0,0.1,0.0,0.0001,261,9,9.9,0.1272,338
100.0,0.1,0.0,0.0001,261,10,6.0,0.1713,216
100.0,0.1,0.0,0.0001,261,11,8.8667,0.1521,309
100.0,0.1,0.0,0.0001,261,12,5.6333,0.1773,203
100.0,0.1,0.0,0.0001,261,13,7.2667,0.1615,260
100.0,0.1,0.0,0.0001,261,14,7.9667,0.159,283
100.0,0.1,0.0,0.0001,261,15,4.6667,0.1765,170
100.0,0.1,0.0,0.0001,261,16,5.5667,0.1814,204
100.0,0.1,0.0,0.0001,261,17,6.1333,0.1674,221
100.0,0.1,0.0,0.0001,261,18,6.0667,0.1697,218
100.0,0.1,0.0,0.0001,261,19,7.1,0.1614,254
100.0,0.1,0.0,0.0001,261,20,9.2,0.1218,312
100.0,0.1,0.0,0.0001,261,21,7.4333,0.1629,264
100.0,0.1,0.0,0.0001,261,22,8.4,0.1536,293
100.0,0.1,0.0,0.0001,261,23,5.5333,0.1667,198
1.0,10.0,0.001,0.01,147,0,8.7,0.1693,313
1.0,10.0,0.001,0.01,147,1,9.0333,0.1738,328
1.0,10.0,0.001,0.01,147,2,8.7,0.1672,311
1.0,10.0,0.001,0.01,147,3,10.0667,0.1354,347
1.0,10.0,0.001,0.01,147,4,8.2667,0.1115,278
1.0,10.0,0.001,0.01,147,5,8.6,0.149,302
1.0,10.0,0.001,0.01,147,6,9.6,0.1364,330
1.0,10.0,0.001,0.01,147,7,9.4,0.1536,332
1.0,10.0,0.001,0.01,147,8,8.9333,0.1546,317
1.0,10.0,0.001,0.01,147,9,9.5667,0.139,331
1.0,10.0,0.001,0.01,147,10,8.3,0.1298,285
1.0,10.0,0.001,0.01,147,11,9.1,0.16,325
1.0,10.0,0.001,0.01,147,12,8.7,0.1424,302
1.0,10.0,0.001,0.01,147,13,8.2667,0.1453,289
1.0,10.0,0.001,0.01,147,14,8.5667,0.1405,299
1.0,10.0,0.001,0.01,147,15,7.5667,0.1336,262
1.0,10.0,0.001,0.01,147,16,8.3667,0.1349,289
1.0,10.0,0.001,0.01,147,17,8.3,0.1294,286
1.0,10.0,0.001,0.01,147,18,8.3,0.1354,288
1.0,10.0,0.001,0.01,147,19,9.3667,0.1385,325
1.0,10.0,0.001,0.01,147,20,8.6333,0.1546,304
1.0,10.0,0.001,0.01,147,21,9.3,0.1472,326
1.0,10.0,0.001,0.01,147,22,8.5667,0.1561,301
1.0,10.0,0.001,0.01,147,23,7.5,0.1547,265
10.0,1.0,0.01,0.0001,209,0,9.8,0.1503,346
10.0,1.0,0.01,0.0001,209,1,9.8,0.1676,352
10.0,1.0,0.01,0.0001,209,2,8.6333,0.1815,314
10.0,1.0,0.01,0.0001,209,3,10.5333,0.1229,358
10.0,1.0,0.01,0.0001,209,4,7.5333,0.1374,262
10.0,1.0,0.01,0.0001,209,5,8.5333,0.1495,301
10.0,1.0,0.01,0.0001,209,6,9.9,0.1552,348
10.0,1.0,0.01,0.0001,209,7,9.6667,0.1594,345
10.0,1.0,0.01,0.0001,209,8,9.2667,0.1555,328
10.0,1.0,0.01,0.0001,209,9,10.5,0.125,360
10.0,1.0,0.01,0.0001,209,10,8.3667,0.1404,292
10.0,1.0,0.01,0.0001,209,11,9.1667,0.1672,329
10.0,1.0,0.01,0.0001,209,12,8.2667,0.1429,287
10.0,1.0,0.01,0.0001,209,13,8.8667,0.1291,302
10.0,1.0,0.01,0.0001,209,14,8.9333,0.1572,318
10.0,1.0,0.01,0.0001,209,15,7.6333,0.1391,266
10.0,1.0,0.01,0.0001,209,16,8.6333,0.1424,302
10.0,1.0,0.01,0.0001,209,17,8.6333,0.1284,296
10.0,1.0,0.01,0.0001,209,18,8.7,0.1362,301
10.0,1.0,0.01,0.0001,209,19,10.3,0.1282,351
10.0,1.0,0.01,0.0001,209,20,10.5667,0.1271,362
10.0,1.0,0.01,0.0001,209,21,9.5,0.1368,329
10.0,1.0,0.01,0.0001,209,22,9.8,0.145,338
10.0,1.0,0.01,0.0001,209,23,7.5667,0.1567,268
1.0,0.1,0.1,0.01,115,0,8.1,0.1577,279
1.0,0.1,0.1,0.01,115,1,8.1,0.1328,271
1.0,0.1,0.1,0.01,115,2,7.4,0.1429,245
1.0,0.1,0.1,0.01,115,3,7.3333,0.1498,247
1.0,0.1,0.1,0.01,115,4,7.2667,0.1125,240
1.0,0.1,0.1,0.01,115,5,8.3333,0.1223,278
1.0,0.1,0.1,0.01,115,6,8.3,0.1185,270
1.0,0.1,0.1,0.01,115,7,6.8333,0.2008,254
1.0,0.1,0.1,0.01,115,8,7.6333,0.1367,256
1.0,0.1,0.1,0.01,115,9,8.0,0.1343,268
1.0,0.1,0.1,0.01,115,10,8.0333,0.1,260
1.0,0.1,0.1,0.01,115,11,8.0667,0.1588,277
1.0,0.1,0.1,0.01,115,12,8.0333,0.1181,271
1.0,0.1,0.1,0.01,115,13,8.1,0.1199,267
1.0,0.1,0.1,0.01,115,14,8.1,0.1372,277
1.0,0.1,0.1,0.01,115,15,8.1,0.0805,261
1.0,0.1,0.1,0.01,115,16,7.6,0.124,258
1.0,0.1,0.1,0.01,115,17,7.4667,0.1084,249
1.0,0.1,0.1,0.01,115,18,7.2667,0.1276,243
1.0,0.1,0.1,0.01,115,19,7.4,0.1215,247
1.0,0.1,0.1,0.01,115,20,7.8333,0.1308,260
1.0,0.1,0.1,0.01,115,21,7.4667,0.1296,247
1.0,0.1,0.1,0.01,115,22,7.8667,0.1567,268
1.0,0.1,0.1,0.01,115,23,7.0333,0.1434,244
10.0,0.1,0.01,0.0001,189,0,8.5333,0.1688,308
10.0,0.1,0.01,0.0001,189,1,8.8,0.175,320
10.0,0.1,0.01,0.0001,189,2,6.8,0.2093,258
10.0,0.1,0.01,0.0001,189,3,9.6333,0.1325,332
10.0,0.1,0.01,0.0001,189,4,6.7333,0.1477,237
10.0,0.1,0.01,0.0001,189,5,7.9333,0.1596,282
10.0,0.1,0.01,0.0001,189,6,9.0667,0.1424,316
10.0,0.1,0.01,0.0001,189,7,8.9667,0.1599,319
10.0,0.1,0.01,0.0001,189,8,8.1333,0.1672,293
10.0,0.1,0.01,0.0001,189,9,9.7333,0.131,336
10.0,0.1,0.01,0.0001,189,10,7.0667,0.156,250
10.0,0.1,0.01,0.0001,189,11,8.4667,0.1683,303
