LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
100.0,0.1,0.001,0.1,268,10,2.3333,0.1875,48
100.0,0.1,0.001,0.1,268,11,3.2667,0.1224,49
100.0,0.1,0.001,0.1,268,12,2.6667,0.1964,56
100.0,0.1,0.001,0.1,268,13,2.9,0.1698,53
100.0,0.1,0.001,0.1,268,14,2.6,0.1875,48
100.0,0.1,0.001,0.1,268,15,1.9667,0.28,50
100.0,0.1,0.001,0.1,268,16,2.3667,0.2353,51
100.0,0.1,0.001,0.1,268,17,2.6667,0.08,50
100.0,0.1,0.001,0.1,268,18,2.4,0.2222,45
100.0,0.1,0.001,0.1,268,19,3.0,0.1154,52
100.0,0.1,0.001,0.1,268,20,2.9,0.1136,44
100.0,0.1,0.001,0.1,268,21,2.9333,0.1346,52
100.0,0.1,0.001,0.1,268,22,3.0,0.1538,52
100.0,0.1,0.001,0.1,268,23,2.4333,0.2281,57
10.0,10.0,1.0,0.0001,237,0,2.8333,0.3621,58
10.0,10.0,1.0,0.0001,237,1,3.7,0.1452,62
10.0,10.0,1.0,0.0001,237,2,2.8,0.3103,58
10.0,10.0,1.0,0.0001,237,3,3.3,0.1429,56
10.0,10.0,1.0,0.0001,237,4,2.5333,0.2414,58
10.0,10.0,1.0,0.0001,237,5,2.6667,0.2453,53
10.0,10.0,1.0,0.0001,237,6,3.2333,0.1786,56
10.0,10.0,1.0,0.0001,237,7,3.2,0.1569,51
10.0,10.0,1.0,0.0001,237,8,3.0667,0.2321,56
10.0,10.0,1.0,0.0001,237,9,3.3,0.1525,59
10.0,10.0,1.0,0.0001,237,10,2.6667,0.1731,52
10.0,10.0,1.0,0.0001,237,11,3.4667,0.1833,60
10.0,10.0,1.0,0.0001,237,12,2.6,0.2407,54
10.0,10.0,1.0,0.0001,237,13,2.8667,0.125,48
10.0,10.0,1.0,0.0001,237,14,2.8667,0.2623,61
10.0,10.0,1.0,0.0001,237,15,1.9,0.3333,57
10.0,10.0,1.0,0.0001,237,16,2.4333,0.2807,57
10.0,10.0,1.0,0.0001,237,17,2.2333,0.3137,51
10.0,10.0,1.0,0.0001,237,18,2.9667,0.1803,61
10.0,10.0,1.0,0.0001,237,19,3.0,0.1897,58
10.0,10.0,1.0,0.0001,237,20,3.4,0.0909,55
10.0,10.0,1.0,0.0001,237,21,2.8667,0.2,55
10.0,10.0,1.0,0.0001,237,22,3.1333,0.1864,59
10.0,10.0,1.0,0.0001,237,23,2.4,0.2308,52
1.0,1.0,0.01,0.001,130,0,2.4333,0.38,50
1.0,1.0,0.01,0.001,130,1,2.8,0.2982,57
1.0,1.0,0.01,0.001,130,2,2.1333,0.4,50
1.0,1.0,0.01,0.001,130,3,2.7,0.1842,38
1.0,1.0,0.01,0.001,130,4,1.8667,0.3261,46
1.0,1.0,0.01,0.001,130,5,1.8333,0.4773,44
1.0,1.0,0.01,0.001,130,6,2.2333,0.4167,48
1.0,1.0,0.01,0.001,130,7,2.2,0.413,46
1.0,1.0,0.01,0.001,130,8,2.1,0.46,50
1.0,1.0,0.01,0.001,130,9,2.3667,0.3673,49
1.0,1.0,0.01,0.001,130,10,1.8,0.4,50
1.0,1.0,0.01,0.001,130,11,2.5667,0.3556,45
1.0,1.0,0.01,0.001,130,12,1.6,0.5,52
1.0,1.0,0.01,0.001,130,13,2.1,0.3333,42
1.0,1.0,0.01,0.001,130,14,1.8333,0.5,48
1.0,1.0,0.01,0.001,130,15,1.2333,0.4889,45
1.0,1.0,0.01,0.001,130,16,1.5667,0.4717,53
1.0,1.0,0.01,0.001,130,17,1.2667,0.5957,47
1.0,1.0,0.01,0.001,130,18,1.4667,0.58,50
1.0,1.0,0.01,0.001,130,19,1.8,0.4545,44
1.0,1.0,0.01,0.001,130,20,2.8,0.1837,49
1.0,1.0,0.01,0.001,130,21,1.8333,0.4286,49
1.0,1.0,0.01,0.001,130,22,2.2667,0.2857,42
1.0,1.0,0.01,0.001,130,23,1.4,0.549,51
1.0,10.0,0.0,0.001,142,0,2.7333,0.386,57
1.0,10.0,0.0,0.001,142,1,3.6,0.15,60
1.0,10.0,0.0,0.001,142,2,2.6,0.3393,56
1.0,10.0,0.0,0.001,142,3,3.0667,0.1961,51
1.0,10.0,0.0,0.001,142,4,2.4333,0.2593,54
1.0,10.0,0.0,0.001,142,5,2.5667,0.2326,43
1.0,10.0,0.0,0.001,142,6,2.9667,0.2264,53
1.0,10.0,0.0,0.001,142,7,3.1667,0.14,50
1.0,10.0,0.0,0.001,142,8,2.9667,0.25,56
1.0,10.0,0.0,0.001,142,9,3.1667,0.1667,54
1.0,10.0,0.0,0.001,142,10,2.4667,0.2308,52
1.0,10.0,0.0,0.001,142,11,3.2667,0.2321,56
1.0,10.0,0.0,0.001,142,12,2.2667,0.3269,52
1.0,10.0,0.0,0.001,142,13,2.7333,0.2,50
1.0,10.0,0.0,0.001,142,14,2.6667,0.3,60
1.0,10.0,0.0,0.001,142,15,1.8333,0.3269,52
1.0,10.0,0.0,0.001,142,16,2.1667,0.3208,53
1.0,10.0,0.0,0.001,142,17,2.2667,0.3208,53
1.0,10.0,0.0,0.001,142,18,2.6333,0.2667,60
1.0,10.0,0.0,0.001,142,19,2.7333,0.2679,56
1.0,10.0,0.0,0.001,142,20,3.2,0.1176,51
1.0,10.0,0.0,0.001,142,21,2.8333,0.1887,53
1.0,10.0,0.0,0.001,142,22,2.9667,0.2105,57
1.0,10.0,0.0,0.001,142,23,1.8333,0.4074,54
10.0,0.01,0.01,0.01,171,0,3.0333,0.2,50
10.0,0.01,0.01,0.01,171,1,3.4667,0.0625,48
10.0,0.01,0.01,0.01,171,2,2.7667,0.2264,53
10.0,0.01,0.01,0.01,171,3,3.3333,0.1455,55
10.0,0.01,0.01,0.01,171,4,2.7667,0.0769,52
10.0,0.01,0.01,0.01,171,5,2.6,0.2353,51
10.0,0.01,0.01,0.01,171,6,2.7667,0.234,47
10.0,0.01,0.01,0.01,171,7,3.1333,0.0625,48
10.0,0.01,0.01,0.01,171,8,3.1,0.1429,49
10.0,0.01,0.01,0.01,171,9,2.8667,0.1667,48
10.0,0.01,0.01,0.01,171,10,2.5667,0.1961,51
10.0,0.01,0.01,0.01,171,11,3.3667,0.0962,52
10.0,0.01,0.01,0.01,171,12,2.5667,0.2037,54
10.0,0.01,0.01,0.01,171,13,2.7,0.1538,52
10.0,0.01,0.01,0.01,171,14,2.5333,0.22,50
10.0,0.01,0.01,0.01,171,15,2.2,0.1538,52
10.0,0.01,0.01,0.01,171,16,2.6,0.1064,47
10.0,0.01,0.01,0.01,171,17,2.4,0.1765,51
10.0,0.01,0.01,0.01,171,18,2.6,0.1569,51
10.0,0.01,0.01,0.01,171,19,2.9667,0.1091,55
10.0,0.01,0.01,0.01,171,20,3.5,0.0189,53
10.0,0.01,0.01,0.01,171,21,2.6667,0.1961,51
10.0,0.01,0.01,0.01,171,22,3.3,0.06,50
10.0,0.01,0.01,0.01,171,23,2.3,0.2115,52
10.0,0.01,0.01,0.1,172,0,3.5333,0.1111,54
10.0,0.01,0.01,0.1,172,1,3.4333,0.0426,47
10.0,0.01,0.01,0.1,172,2,3.2333,0.1,50
10.0,0.01,0.01,0.1,172,3,3.3,0.0833,48
10.0,0.01,0.01,0.1,172,4,2.9,0.0208,48
10.0,0.01,0.01,0.1,172,5,3.0667,0.098,51
10.0,0.01,0.01,0.1,172,6,3.6333,0.0364,55
10.0,0.01,0.01,0.1,172,7,3.2333,0.098,51
10.0,0.01,0.01,0.1,172,8,2.8333,0.1277,47
10.0,0.01,0.01,0.1,172,9,3.2667,0.0962,52
10.0,0.01,0.01,0.1,172,10,2.7333,0.1224,49
10.0,0.01,0.01,0.1,172,11,3.4,0.1373,51
10.0,0.01,0.01,0.1,172,12,2.7333,0.1852,54
10.0,0.01,0.01,0.1,172,13,2.9333,0.0769,52
10.0,0.01,0.01,0.1,172,14,3.0,0.12,50
10.0,0.01,0.01,0.1,172,15,2.5,0.098,51
10.0,0.01,0.01,0.1,172,16,2.5333,0.1633,49
10.0,0.01,0.01,0.1,172,17,2.7333,0.1154,52
10.0,0.01,0.01,0.1,172,18,2.5667,0.22,50
10.0,0.01,0.01,0.1,172,19,3.0333,0.1154,52
10.0,0.01,0.01,0.1,172,20,3.3,0.0784,51
10.0,0.01,0.01,0.1,172,21,2.8667,0.1765,51
10.0,0.01,0.01,0.1,172,22,3.1667,0.098,51
10.0,0.01,0.01,0.1,172,23,2.7667,0.098,51
100.0,10.0,0.0,0.0001,301,0,2.9667,0.3333,60
100.0,10.0,0.0,0.0001,301,1,3.5333,0.1667,60
100.0,10.0,0.0,0.0001,301,2,2.7333,0.3036,56
100.0,10.0,0.0,0.0001,301,3,3.3,0.1481,54
100.0,10.0,0.0,0.0001,301,4,2.4667,0.2679,56
100.0,10.0,0.0,0.0001,301,5,2.8667,0.2105,57
100.0,10.0,0.0,0.0001,301,6,3.0333,0.2037,54
100.0,10.0,0.0,0.0001,301,7,3.1333,0.1569,51
100.0,10.0,0.0,0.0001,301,8,3.0333,0.2456,57
100.0,10.0,0.0,0.0001,301,9,3.2667,0.1607,56
100.0,10.0,0.0,0.0001,301,10,2.5,0.25,52
100.0,10.0,0.0,0.0001,301,11,3.4,0.2131,61
100.0,10.0,0.0,0.0001,301,12,2.4,0.2885,52
100.0,10.0,0.0,0.0001,301,13,2.8,0.1923,52
100.0,10.0,0.0,0.0001,301,14,2.7333,0.2833,60
100.0,10.0,0.0,0.0001,301,15,1.9333,0.2885,52
100.0,10.0,0.0,0.0001,301,16,2.3333,0.2778,54
100.0,10.0,0.0,0.0001,301,17,2.2,0.3396,53
100.0,10.0,0.0,0.0001,301,18,2.8333,0.2419,62
100.0,10.0,0.0,0.0001,301,19,2.7667,0.2632,57
100.0,10.0,0.0,0.0001,301,20,3.4,0.1053,57
100.0,10.0,0.0,0.0001,301,21,2.8667,0.1698,53
100.0,10.0,0.0,0.0001,301,22,3.0,0.2241,58
100.0,10.0,0.0,0.0001,301,23,1.9,0.3889,54
0.1,10.0,0.01,0.0001,69,0,2.9667,0.3333,60
0.1,10.0,0.01,0.0001,69,1,3.5333,0.1667,60
0.1,10.0,0.01,0.0001,69,2,2.6,0.3455,55
0.1,10.0,0.01,0.0001,69,3,3.3333,0.1296,54
0.1,10.0,0.01,0.0001,69,4,2.5,0.25,56
0.1,10.0,0.01,0.0001,69,5,2.7667,0.25,56
0.1,10.0,0.01,0.0001,69,6,3.1,0.2037,54
0.1,10.0,0.01,0.0001,69,7,3.2,0.1538,52
0.1,10.0,0.01,0.0001,69,8,2.9667,0.25,56
0.1,10.0,0.01,0.0001,69,9,3.2667,0.1607,56
0.1,10.0,0.01,0.0001,69,10,2.5,0.2308,52
0.1,10.0,0.01,0.0001,69,11,3.3333,0.2333,60
0.1,10.0,0.01,0.0001,69,12,2.3,0.3137,51
0.1,10.0,0.01,0.0001,69,13,2.8333,0.1887,53
0.1,10.0,0.01,0.0001,69,14,2.7,0.2881,59
0.1,10.0,0.01,0.0001,69,15,1.8667,0.3,50
0.1,10.0,0.01,0.0001,69,16,2.1333,0.3208,53
0.1,10.0,0.01,0.0001,69,17,2.2,0.3396,53
0.1,10.0,0.01,0.0001,69,18,2.9,0.2167,60
0.1,10.0,0.01,0.0001,69,19,2.8,0.2456,57
0.1,10.0,0.01,0.0001,69,20,3.5333,0.1017,59
0.1,10.0,0.01,0.0001,69,21,2.8333,0.2075,53
0.1,10.0,0.01,0.0001,69,22,3.0333,0.2203,59
0.1,10.0,0.01,0.0001,69,23,1.9667,0.3585,53
100.0,0.01,0.001,0.0001,245,0,2.4333,0.3774,53
100.0,0.01,0.001,0.0001,245,1,2.8,0.283,53
100.0,0.01,0.001,0.0001,245,2,2.0667,0.4231,52
100.0,0.01,0.001,0.0001,245,3,3.0667,0.1458,48
100.0,0.01,0.001,0.0001,245,4,1.8667,0.3469,49
100.0,0.01,0.001,0.0001,245,5,1.6667,0.5088,57
100.0,0.01,0.001,0.0001,245,6,1.9667,0.451,51
100.0,0.01,0.001,0.0001,245,7,2.1667,0.4,50
100.0,0.01,0.001,0.0001,245,8,2.0333,0.4464,56
100.0,0.01,0.001,0.0001,245,9,2.8,0.2115,52
100.0,0.01,0.001,0.0001,245,10,1.5667,0.4286,49
100.0,0.01,0.001,0.0001,245,11,2.7667,0.283,53
100.0,0.01,0.001,0.0001,245,12,1.1,0.6545,55
100.0,0.01,0.001,0.0001,245,13,2.3333,0.2692,52
100.0,0.01,0.001,0.0001,245,14,0.9667,0.7358,53
100.0,0.01,0.001,0.0001,245,15,1.1333,0.4468,47
100.0,0.01,0.001,0.0001,245,16,0.8333,0.6481,54
100.0,0.01,0.001,0.0001,245,17,1.1667,0.5882,51
100.0,0.01,0.001,0.0001,245,18,1.2667,0.5636,55
100.0,0.01,0.001,0.0001,245,19,2.0667,0.34,50
100.0,0.01,0.001,0.0001,245,20,2.7667,0.1778,45
100.0,0.01,0.001,0.0001,245,21,1.5,0.54,50
100.0,0.01,0.001,0.0001,245,22,2.6,0.25,52
100.0,0.01,0.001,0.0001,245,23,1.0333,0.6346,52
10.0,0.01,0.1,0.001,174,0,2.9,0.3167,60
10.0,0.01,0.1,0.001,174,1,3.0,0.2542,59
10.0,0.01,0.1,0.001,174,2,2.6333,0.2549,51
10.0,0.01,0.1,0.001,174,3,2.8333,0.1961,51
10.0,0.01,0.1,0.001,174,4,2.6333,0.1818,55
10.0,0.01,0.1,0.001,174,5,2.5,0.26,50
10.0,0.01,0.1,0.001,174,6,2.4667,0.3333,51
10.0,0.01,0.1,0.001,174,7,2.8333,0.2545,55
10.0,0.01,0.1,0.001,174,8,3.1333,0.1481,54
10.0,0.01,0.1,0.001,174,9,3.0,0.1579,57
10.0,0.01,0.1,0.001,174,10,2.2,0.3273,55
10.0,0.01,0.1,0.001,174,11,3.2333,0.2,55
10.0,0.01,0.1,0.001,174,12,2.0,0.3585,53
10.0,0.01,0.1,0.001,174,13,2.3667,0.3091,55
10.0,0.01,0.1,0.001,174,14,2.7333,0.1923,52
10.0,0.01,0.1,0.001,174,15,2.2333,0.2,55
10.0,0.01,0.1,0.001,174,16,2.2667,0.2745,51
10.0,0.01,0.1,0.001,174,17,2.1333,0.3448,58
10.0,0.01,0.1,0.001,174,18,2.3667,0.3393,56
10.0,0.01,0.1,0.001,174,19,2.6333,0.2321,56
10.0,0.01,0.1,0.001,174,20,3.0,0.1803,61
10.0,0.01,0.1,0.001,174,21,2.8667,0.1698,53
10.0,0.01,0.1,0.001,174,22,2.8667,0.2182,55
10.0,0.01,0.1,0.001,174,23,2.1333,0.2885,52
100.0,10.0,0.0,0.01,303,0,2.3667,0.4038,52
100.0,10.0,0.0,0.01,303,1,2.8333,0.2778,54
100.0,10.0,0.0,0.01,303,2,1.9667,0.4528,53
100.0,10.0,0.0,0.01,303,3,2.9667,0.2041,49
100.0,10.0,0.0,0.01,303,4,1.7667,0.3922,51
100.0,10.0,0.0,0.01,303,5,1.9667,0.4211,57
100.0,10.0,0.0,0.01,303,6,1.9,0.5185,54
100.0,10.0,0.0,0.01,303,7,2.3667,0.34,50
100.0,10.0,0.0,0.01,303,8,1.9,0.4909,55
100.0,10.0,0.0,0.01,303,9,2.8333,0.1923,52
100.0,10.0,0.0,0.01,303,10,1.5333,0.4706,51
100.0,10.0,0.0,0.01,303,11,2.7333,0.3019,53
100.0,10.0,0.0,0.01,303,12,1.0667,0.6735,49
100.0,10.0,0.0,0.01,303,13,2.3,0.28,50
100.0,10.0,0.0,0.01,303,14,1.5667,0.537,54
100.0,10.0,0.0,0.01,303,15,1.1667,0.5,46
100.0,10.0,0.0,0.01,303,16,1.1,0.6,55
100.0,10.0,0.0,0.01,303,17,1.3333,0.5294,51
100.0,10.0,0.0,0.01,303,18,1.3,0.6154,52
100.0,10.0,0.0,0.01,303,19,2.1667,0.3,50
100.0,10.0,0.0,0.01,303,20,2.8667,0.1702,47
100.0,10.0,0.0,0.01,303,21,1.4667,0.5686,51
100.0,10.0,0.0,0.01,303,22,2.6667,0.2115,52
100.0,10.0,0.0,0.01,303,23,0.8333,0.66,50
0.1,0.01,0.1,0.001,14,0,3.1667,0.1607,56
0.1,0.01,0.1,0.001,14,1,3.2,0.1667,54
0.1,0.01,0.1,0.001,14,2,3.1333,0.1754,57
0.1,0.01,0.1,0.001,14,3,3.5,0.0893,56
0.1,0.01,0.1,0.001,14,4,2.4667,0.16,50
0.1,0.01,0.1,0.001,14,5,2.7333,0.1923,52
0.1,0.01,0.1,0.001,14,6,2.8,0.2593,54
0.1,0.01,0.1,0.001,14,7,2.7333,0.2593,54
0.1,0.01,0.1,0.001,14,8,2.9333,0.2182,55
0.1,0.01,0.1,0.001,14,9,3.0667,0.1404,57
0.1,0.01,0.1,0.001,14,10,2.7,0.1852,54
0.1,0.01,0.1,0.001,14,11,2.7,0.3729,59
0.1,0.01,0.1,0.001,14,12,2.7333,0.1296,54
0.1,0.01,0.1,0.001,14,13,3.4,0.082,61
0.1,0.01,0.1,0.001,14,14,3.2,0.1132,53
0.1,0.01,0.1,0.001,14,15,2.4667,0.1273,55
0.1,0.01,0.1,0.001,14,16,2.6333,0.2241,58
0.1,0.01,0.1,0.001,14,17,2.9,0.1132,53
0.1,0.01,0.1,0.001,14,18,2.9,0.125,56
0.1,0.01,0.1,0.001,14,19,3.3333,0.0741,54
0.1,0.01,0.1,0.001,14,20,2.9667,0.193,57
0.1,0.01,0.1,0.001,14,21,2.7,0.2037,54
0.1,0.01,0.1,0.001,14,22,3.2667,0.1091,55
0.1,0.01,0.1,0.001,14,23,2.5333,0.1667,54
10.0,0.1,0.1,0.0001,193,0,2.6667,0.3393,56
10.0,0.1,0.1,0.0001,193,1,2.9333,0.2632,57
10.0,0.1,0.1,0.0001,193,2,1.8,0.5682,44
10.0,0.1,0.1,0.0001,193,3,3.0,0.125,48
10.0,0.1,0.1,0.0001,193,4,1.3667,0.55,40
10.0,0.1,0.1,0.0001,193,5,2.0,0.44,50
10.0,0.1,0.1,0.0001,193,6,2.0333,0.4667,45
10.0,0.1,0.1,0.0001,193,7,2.2333,0.3878,49
10.0,0.1,0.1,0.0001,193,8,2.0333,0.44,50
10.0,0.1,0.1,0.0001,193,9,2.9,0.1818,55
10.0,0.1,0.1,0.0001,193,10,1.4,0.5476,42
10.0,0.1,0.1,0.0001,193,11,2.8,0.2679,56
10.0,0.1,0.1,0.0001,193,12,1.1667,0.617,47
10.0,0.1,0.1,0.0001,193,13,2.4,0.2692,52
10.0,0.1,0.1,0.0001,193,14,1.3333,0.6304,46
10.0,0.1,0.1,0.0001,193,15,1.0,0.6047,43
10.0,0.1,0.1,0.0001,193,16,1.1667,0.5849,53
10.0,0.1,0.1,0.0001,193,17,1.2,0.56,50
10.0,0.1,0.1,0.0001,193,18,1.1333,0.6957,46
10.0,0.1,0.1,0.0001,193,19,1.8,0.4634,41
10.0,0.1,0.1,0.0001,193,20,2.7667,0.1961,51
10.0,0.1,0.1,0.0001,193,21,1.4667,0.5714,49
10.0,0.1,0.1,0.0001,193,22,2.5333,0.2778,54
10.0,0.1,0.1,0.0001,193,23,0.9333,0.6809,47
100.0,0.1,0.0,0.01,263,0,2.5,0.3725,51
100.0,0.1,0.0,0.01,263,1,2.6667,0.32,50
100.0,0.1,0.0,0.01,263,2,2.1,0.3673,49
100.0,0.1,0.0,0.01,263,3,3.1,0.1633,49
100.0,0.1,0.0,0.01,263,4,1.9,0.3125,48
100.0,0.1,0.0,0.01,263,5,1.9667,0.4286,56
100.0,0.1,0.0,0.01,263,6,2.1333,0.4231,52
100.0,0.1,0.0,0.01,263,7,2.3333,0.3265,49
100.0,0.1,0.0,0.01,263,8,2.3333,0.3585,53
100.0,0.1,0.0,0.01,263,9,2.7333,0.2453,53
100.0,0.1,0.0,0.01,263,10,1.8333,0.3469,49
100.0,0.1,0.0,0.01,263,11,2.7333,0.3077,52
100.0,0.1,0.0,0.01,263,12,1.0667,0.6667,54
100.0,0.1,0.0,0.01,263,13,2.3333,0.2885,52
100.0,0.1,0.0,0.01,263,14,1.7333,0.5094,53
100.0,0.1,0.0,0.01,263,15,1.5,0.3333,48
100.0,0.1,0.0,0.01,263,16,1.5667,0.4528,53
100.0,0.1,0.0,0.01,263,17,1.4,0.5,52
100.0,0.1,0.0,0.01,263,18,1.5333,0.4898,49
100.0,0.1,0.0,0.01,263,19,2.3333,0.28,50
100.0,0.1,0.0,0.01,263,20,2.8333,0.1333,45
100.0,0.1,0.0,0.01,263,21,1.8667,0.44,50
100.0,0.1,0.0,0.01,263,22,2.5667,0.25,52
100.0,0.1,0.0,0.01,263,23,1.1667,0.5849,53
1.0,10.0,1.0,0.0001,157,0,2.9333,0.339,59
1.0,10.0,1.0,0.0001,157,1,3.5,0.1833,60
1.0,10.0,1.0,0.0001,157,2,2.8333,0.2632,57
1.0,10.0,1.0,0.0001,157,3,3.2,0.1509,53
1.0,10.0,1.0,0.0001,157,4,2.4667,0.2414,58
1.0,10.0,1.0,0.0001,157,5,3.1333,0.1525,59
1.0,10.0,1.0,0.0001,157,6,3.1667,0.2241,58
1.0,10.0,1.0,0.0001,157,7,3.2667,0.1636,55
1.0,10.0,1.0,0.0001,157,8,2.9667,0.2364,55
1.0,10.0,1.0,0.0001,157,9,3.0667,0.2143,56
1.0,10.0,1.0,0.0001,157,10,2.9,0.1525,59
1.0,10.0,1.0,0.0001,157,11,3.5333,0.1639,61
1.0,10.0,1.0,0.0001,157,12,3.0667,0.1228,57
1.0,10.0,1.0,0.0001,157,13,2.7667,0.2222,54
1.0,10.0,1.0,0.0001,157,14,3.1,0.1579,57
1.0,10.0,1.0,0.0001,157,15,2.5667,0.098,51
1.0,10.0,1.0,0.0001,157,16,2.8667,0.1091,55
1.0,10.0,1.0,0.0001,157,17,3.0,0.1,60
1.0,10.0,1.0,0.0001,157,18,3.2333,0.0893,56
1.0,10.0,1.0,0.0001,157,19,3.1667,0.1724,58
1.0,10.0,1.0,0.0001,157,20,3.4,0.1091,55
1.0,10.0,1.0,0.0001,157,21,2.6333,0.2456,57
1.0,10.0,1.0,0.0001,157,22,2.9667,0.2037,54
1.0,10.0,1.0,0.0001,157,23,2.5333,0.2037,54
1.0,1.0,0.1,0.0001,133,0,2.7333,0.386,57
1.0,1.0,0.1,0.0001,133,1,3.5667,0.1667,60
1.0,1.0,0.1,0.0001,133,2,2.7,0.3036,56
1.0,1.0,0.1,0.0001,133,3,3.1,0.1923,52
1.0,1.0,0.1,0.0001,133,4,2.3667,0.2778,54
1.0,1.0,0.1,0.0001,133,5,2.6667,0.234,47
1.0,1.0,0.1,0.0001,133,6,2.9,0.2593,54
1.0,1.0,0.1,0.0001,133,7,3.1,0.1633,49
1.0,1.0,0.1,0.0001,133,8,3.0,0.2364,55
1.0,1.0,0.1,0.0001,133,9,3.1333,0.1698,53
1.0,1.0,0.1,0.0001,133,10,2.3333,0.2692,52
1.0,1.0,0.1,0.0001,133,11,3.3333,0.1964,56
1.0,1.0,0.1,0.0001,133,12,2.3333,0.3077,52
1.0,1.0,0.1,0.0001,133,13,2.7667,0.18,50
1.0,1.0,0.1,0.0001,133,14,2.6667,0.2632,57
1.0,1.0,0.1,0.0001,133,15,1.6333,0.3962,53
1.0,1.0,0.1,0.0001,133,16,2.1333,0.3208,53
1.0,1.0,0.1,0.0001,133,17,2.1667,0.3519,54
1.0,1.0,0.1,0.0001,133,18,2.6,0.2679,56
1.0,1.0,0.1,0.0001,133,19,2.8333,0.2321,56
1.0,1.0,0.1,0.0001,133,20,3.2,0.1176,51
1.0,1.0,0.1,0.0001,133,21,2.7667,0.2115,52
1.0,1.0,0.1,0.0001,133,22,2.8667,0.2321,56
1.0,1.0,0.1,0.0001,133,23,2.0333,0.3636,55
0.1,1.0,0.001,0.001,46,0,2.6333,0.38,50
0.1,1.0,0.001,0.001,46,1,3.2667,0.2105,57
0.1,1.0,0.001,0.001,46,2,2.5333,0.3269,52
0.1,1.0,0.001,0.001,46,3,2.6333,0.2308,39
0.1,1.0,0.001,0.001,46,4,2.1667,0.3125,48
0.1,1.0,0.001,0.001,46,5,2.3667,0.2979,47
0.1,1.0,0.001,0.001,46,6,2.7,0.3077,52
0.1,1.0,0.001,0.001,46,7,2.8,0.2391,46
0.1,1.0,0.001,0.001,46,8,2.5667,0.3269,52
0.1,1.0,0.001,0.001,46,9,2.6333,0.2326,43
0.1,1.0,0.001,0.001,46,10,2.3,0.2885,52
0.1,1.0,0.001,0.001,46,11,2.8,0.3333,51
0.1,1.0,0.001,0.001,46,12,2.2,0.34,50
0.1,1.0,0.001,0.001,46,13,2.4,0.2619,42
0.1,1.0,0.001,0.001,46,14,2.4667,0.2909,55
0.1,1.0,0.001,0.001,46,15,1.5,0.4231,52
0.1,1.0,0.001,0.001,46,16,1.9667,0.3654,52
0.1,1.0,0.001,0.001,46,17,2.0,0.3922,51
0.1,1.0,0.001,0.001,46,18,2.2333,0.3519,54
0.1,1.0,0.001,0.001,46,19,2.5667,0.2778,54
0.1,1.0,0.001,0.001,46,20,2.8333,0.24,50
0.1,1.0,0.001,0.001,46,21,2.5333,0.283,53
0.1,1.0,0.001,0.001,46,22,2.5333,0.3137,51
0.1,1.0,0.001,0.001,46,23,2.0,0.3519,54
10.0,10.0,0.1,0.001,234,0,2.7667,0.375,56
10.0,10.0,0.1,0.001,234,1,3.4667,0.1695,59
10.0,10.0,0.1,0.001,234,2,2.4333,0.3889,54
10.0,10.0,0.1,0.001,234,3,3.0667,0.18,50
10.0,10.0,0.1,0.001,234,4,2.2,0.3269,52
10.0,10.0,0.1,0.001,234,5,2.6667,0.2407,54
10.0,10.0,0.1,0.001,234,6,2.7333,0.2885,52
10.0,10.0,0.1,0.001,234,7,3.0,0.1875,48
10.0,10.0,0.1,0.001,234,8,3.0,0.2143,56
10.0,10.0,0.1,0.001,234,9,2.9333,0.2115,52
10.0,10.0,0.1,0.001,234,10,2.3,0.3019,53
10.0,10.0,0.1,0.001,234,11,3.2333,0.2182,55
10.0,10.0,0.1,0.001,234,12,2.2,0.3529,51
10.0,10.0,0.1,0.001,234,13,2.6,0.2128,47
10.0,10.0,0.1,0.001,234,14,2.3667,0.3571,56
10.0,10.0,0.1,0.001,234,15,1.7,0.3529,51
10.0,10.0,0.1,0.001,234,16,1.8333,0.434,53
10.0,10.0,0.1,0.001,234,17,2.1667,0.3462,52
10.0,10.0,0.1,0.001,234,18,2.3333,0.3509,57
10.0,10.0,0.1,0.001,234,19,2.6667,0.2727,55
10.0,10.0,0.1,0.001,234,20,3.1,0.1373,51
10.0,10.0,0.1,0.001,234,21,2.7333,0.2157,51
10.0,10.0,0.1,0.001,234,22,2.8667,0.2182,55
10.0,10.0,0.1,0.001,234,23,1.7667,0.4074,54
1.0,0.1,0.01,0.0001,109,0,2.5333,0.3529,51
1.0,0.1,0.01,0.0001,109,1,2.7667,0.3276,58
1.0,0.1,0.01,0.0001,109,2,2.1667,0.3922,51
1.0,0.1,0.01,0.0001,109,3,2.8,0.186,43
1.0,0.1,0.01,0.0001,109,4,1.8333,0.3478,46
1.0,0.1,0.01,0.0001,109,5,1.9,0.4583,48
1.0,0.1,0.01,0.0001,109,6,2.4333,0.3404,47
1.0,0.1,0.01,0.0001,109,7,2.3333,0.375,48
1.0,0.1,0.01,0.0001,109,8,2.0333,0.4706,51
1.0,0.1,0.01,0.0001,109,9,2.3333,0.3696,46
1.0,0.1,0.01,0.0001,109,10,1.7,0.4255,47
1.0,0.1,0.01,0.0001,109,11,2.6,0.3542,48
1.0,0.1,0.01,0.0001,109,12,1.5667,0.5098,51
1.0,0.1,0.01,0.0001,109,13,2.0,0.3571,42
1.0,0.1,0.01,0.0001,109,14,1.8333,0.48,50
